Date,Symbol,Open,High,Low,Close,Volume
2019-11-09 01-AM,ETHUSD,184.1,184.71,183.82,184.34,328058.24
2019-11-09 12-AM,ETHUSD,183.62,184.65,182.21,184.1,908134.15
2019-11-08 11-PM,ETHUSD,184.37,184.97,183.11,183.62,464098.93
2019-11-08 10-PM,ETHUSD,185.51,185.63,184.08,184.37,295270.34
2019-11-08 09-PM,ETHUSD,183.89,185.86,183.89,185.51,408096.65
2019-11-08 08-PM,ETHUSD,183.58,184.46,183.58,183.89,204523.04
2019-11-08 07-PM,ETHUSD,183.75,184.31,183.3,183.58,345126.94
2019-11-08 06-PM,ETHUSD,182.81,183.98,182.8,183.75,604482.15
2019-11-08 05-PM,ETHUSD,182.75,183.32,182.54,182.81,420375.57
2019-11-08 04-PM,ETHUSD,182.94,183.56,181.93,182.75,573669.8
2019-11-08 03-PM,ETHUSD,182.56,182.95,181.63,182.94,568641.72
2019-11-08 02-PM,ETHUSD,182.15,182.89,180.79,182.56,816478.05
2019-11-08 01-PM,ETHUSD,183.45,183.46,180.71,182.15,1620966.89
2019-11-08 12-PM,ETHUSD,183.76,183.82,182.76,183.45,485160.14
2019-11-08 11-AM,ETHUSD,183.77,184.61,183.62,183.76,412543.43
2019-11-08 10-AM,ETHUSD,184.27,184.54,183.61,183.77,153166.77
2019-11-08 09-AM,ETHUSD,183.43,184.35,182.44,184.27,532674.01
2019-11-08 08-AM,ETHUSD,184.71,184.71,182.82,183.43,551379.36
2019-11-08 07-AM,ETHUSD,185.79,185.96,183.73,184.71,842048.03
2019-11-08 06-AM,ETHUSD,186.13,186.13,185.34,185.79,420083.3
2019-11-08 05-AM,ETHUSD,186.56,186.95,185.69,186.13,299633.82
2019-11-08 04-AM,ETHUSD,187.61,187.95,186.5,186.56,692753.05
2019-11-08 03-AM,ETHUSD,187.6,187.93,187.15,187.61,412030.92
2019-11-08 02-AM,ETHUSD,187.38,187.99,186.6,187.6,598677.78
2019-11-08 01-AM,ETHUSD,186.95,188.09,186.95,187.38,297403.07
2019-11-08 12-AM,ETHUSD,186.42,187.08,186.12,186.95,190090.69
2019-11-07 11-PM,ETHUSD,187.12,187.25,186.37,186.42,410054.36
2019-11-07 10-PM,ETHUSD,186.45,187.43,186.32,187.12,330829.73
2019-11-07 09-PM,ETHUSD,185.96,186.56,184.14,186.45,612418.84
2019-11-07 08-PM,ETHUSD,185.98,186.06,185.7,185.96,200512.52
2019-11-07 07-PM,ETHUSD,185.9,186.55,185.8,185.98,229445.16
2019-11-07 06-PM,ETHUSD,185.31,185.94,185.06,185.9,288546.85
2019-11-07 05-PM,ETHUSD,186.3,186.4,185.19,185.31,369500.22
2019-11-07 04-PM,ETHUSD,185.52,186.92,184.71,186.3,408048.44
2019-11-07 03-PM,ETHUSD,186.65,186.75,185.33,185.52,376797.35
2019-11-07 02-PM,ETHUSD,186.7,186.94,186.38,186.65,167640.34
2019-11-07 01-PM,ETHUSD,186.21,187.11,185.8,186.7,416273.38
2019-11-07 12-PM,ETHUSD,186.33,186.62,185.53,186.21,238845.44
2019-11-07 11-AM,ETHUSD,186.82,187.21,186.25,186.33,136438.62
2019-11-07 10-AM,ETHUSD,186.7,186.99,184.92,186.82,490321.93
2019-11-07 09-AM,ETHUSD,187.88,188.08,186.17,186.7,392958.05
2019-11-07 08-AM,ETHUSD,188.75,188.82,187.88,187.88,135459.01
2019-11-07 07-AM,ETHUSD,189.15,189.54,188.14,188.75,303867.54
2019-11-07 06-AM,ETHUSD,189.7,190.12,189.01,189.15,406025.83
2019-11-07 05-AM,ETHUSD,189.09,189.71,187.01,189.7,670215.56
2019-11-07 04-AM,ETHUSD,189.51,189.76,189.0,189.09,208565.97
2019-11-07 03-AM,ETHUSD,189.43,189.9,188.55,189.51,292802.55
2019-11-07 02-AM,ETHUSD,189.6,189.74,188.39,189.43,574339.18
2019-11-07 01-AM,ETHUSD,191.17,192.27,189.09,189.6,358655.01
2019-11-07 12-AM,ETHUSD,191.13,191.85,190.78,191.17,330001.78
2019-11-06 11-PM,ETHUSD,191.09,192.28,191.0,191.13,460050.71
2019-11-06 10-PM,ETHUSD,190.49,191.48,190.3,191.09,365782.93
2019-11-06 09-PM,ETHUSD,188.72,190.51,188.72,190.49,535190.42
2019-11-06 08-PM,ETHUSD,189.67,189.67,188.14,188.72,893726.86
2019-11-06 07-PM,ETHUSD,189.65,189.99,189.49,189.67,267756.9
2019-11-06 06-PM,ETHUSD,190.0,190.13,189.32,189.65,240030.25
2019-11-06 05-PM,ETHUSD,189.65,190.04,188.91,190.0,515436.92
2019-11-06 04-PM,ETHUSD,190.9,190.9,189.19,189.65,305472.56
2019-11-06 03-PM,ETHUSD,189.9,190.99,189.79,190.9,258487.0
2019-11-06 02-PM,ETHUSD,189.42,190.6,188.9,189.9,293031.04
2019-11-06 01-PM,ETHUSD,190.59,190.64,189.27,189.42,360873.59
2019-11-06 12-PM,ETHUSD,191.31,191.63,189.87,190.59,307959.52
2019-11-06 11-AM,ETHUSD,190.55,191.6,190.01,191.31,485238.74
2019-11-06 10-AM,ETHUSD,191.09,191.5,190.18,190.55,219780.89
2019-11-06 09-AM,ETHUSD,193.23,193.23,190.87,191.09,114203.33
2019-11-06 08-AM,ETHUSD,192.68,193.25,192.28,193.23,262365.6
2019-11-06 07-AM,ETHUSD,193.66,194.6,192.5,192.68,484483.28
2019-11-06 06-AM,ETHUSD,192.55,193.76,192.47,193.66,283555.69
2019-11-06 05-AM,ETHUSD,191.66,193.99,190.69,192.55,997624.21
2019-11-06 04-AM,ETHUSD,189.87,191.66,189.87,191.66,585053.59
2019-11-06 03-AM,ETHUSD,189.62,190.27,189.37,189.87,269694.97
2019-11-06 02-AM,ETHUSD,189.31,190.87,189.13,189.62,358492.62
2019-11-06 01-AM,ETHUSD,188.23,189.47,188.03,189.31,191404.32
2019-11-06 12-AM,ETHUSD,188.88,189.32,187.87,188.23,1010125.65
2019-11-05 11-PM,ETHUSD,189.05,189.87,188.7,188.88,710821.01
2019-11-05 10-PM,ETHUSD,190.08,190.08,188.84,189.05,491764.72
2019-11-05 09-PM,ETHUSD,190.12,190.75,189.92,190.08,295000.52
2019-11-05 08-PM,ETHUSD,190.17,190.81,189.31,190.12,655123.0
2019-11-05 07-PM,ETHUSD,189.84,190.38,189.02,190.17,870367.58
2019-11-05 06-PM,ETHUSD,190.07,190.76,189.83,189.84,330592.63
2019-11-05 05-PM,ETHUSD,190.08,191.24,189.92,190.07,510559.59
2019-11-05 04-PM,ETHUSD,190.55,192.47,188.83,190.08,1366795.32
2019-11-05 03-PM,ETHUSD,189.78,190.94,189.06,190.55,860236.44
2019-11-05 02-PM,ETHUSD,186.75,191.23,186.65,189.78,1550546.61
2019-11-05 01-PM,ETHUSD,187.37,187.69,186.29,186.75,244249.38
2019-11-05 12-PM,ETHUSD,186.05,188.04,185.95,187.37,220742.07
2019-11-05 11-AM,ETHUSD,185.61,186.13,185.56,186.05,137785.67
2019-11-05 10-AM,ETHUSD,185.62,186.13,185.06,185.61,297486.29
2019-11-05 09-AM,ETHUSD,183.84,186.27,183.79,185.62,230621.92
2019-11-05 08-AM,ETHUSD,183.79,184.14,183.23,183.84,44084.09
2019-11-05 07-AM,ETHUSD,184.46,184.46,181.76,183.79,1147673.11
2019-11-05 06-AM,ETHUSD,186.26,186.28,184.45,184.46,288849.28
2019-11-05 05-AM,ETHUSD,186.11,187.01,185.78,186.26,208410.08
2019-11-05 04-AM,ETHUSD,186.18,186.25,185.62,186.11,169076.6
2019-11-05 03-AM,ETHUSD,186.81,186.81,185.53,186.18,491578.02
2019-11-05 02-AM,ETHUSD,186.82,187.41,186.17,186.81,480598.13
2019-11-05 01-AM,ETHUSD,185.4,187.66,185.4,186.82,857855.79
2019-11-05 12-AM,ETHUSD,186.25,186.26,185.37,185.4,706059.84
2019-11-04 11-PM,ETHUSD,185.53,186.34,185.5,186.25,216435.78
2019-11-04 10-PM,ETHUSD,186.14,186.48,185.34,185.53,381294.62
2019-11-04 09-PM,ETHUSD,187.28,187.53,185.86,186.14,534089.0
2019-11-04 08-PM,ETHUSD,186.37,189.5,186.37,187.28,2594660.01
2019-11-04 07-PM,ETHUSD,186.22,186.92,186.22,186.37,286042.12
2019-11-04 06-PM,ETHUSD,187.05,187.1,186.17,186.22,165413.18
2019-11-04 05-PM,ETHUSD,186.8,187.51,186.75,187.05,340960.85
2019-11-04 04-PM,ETHUSD,186.63,188.39,186.03,186.8,693401.29
2019-11-04 03-PM,ETHUSD,186.39,187.09,186.01,186.63,419405.71
2019-11-04 02-PM,ETHUSD,185.23,187.24,185.21,186.39,527851.49
2019-11-04 01-PM,ETHUSD,184.91,186.93,184.78,185.23,852128.33
2019-11-04 12-PM,ETHUSD,184.97,185.4,184.62,184.91,243494.13
2019-11-04 11-AM,ETHUSD,182.81,185.0,182.81,184.97,695558.9
2019-11-04 10-AM,ETHUSD,182.05,183.43,182.05,182.81,230643.8
2019-11-04 09-AM,ETHUSD,181.44,182.12,181.4,182.05,50997.79
2019-11-04 08-AM,ETHUSD,181.7,182.01,181.37,181.44,42201.71
2019-11-04 07-AM,ETHUSD,181.47,182.27,181.46,181.7,191225.56
2019-11-04 06-AM,ETHUSD,180.75,181.58,180.75,181.47,176270.6
2019-11-04 05-AM,ETHUSD,180.71,180.89,180.58,180.75,49089.97
2019-11-04 04-AM,ETHUSD,181.42,181.45,180.45,180.71,240949.77
2019-11-04 03-AM,ETHUSD,181.26,181.65,181.1,181.42,167746.36
2019-11-04 02-AM,ETHUSD,181.41,181.93,181.12,181.26,145618.88
2019-11-04 01-AM,ETHUSD,181.42,181.58,180.75,181.41,202250.24
2019-11-04 12-AM,ETHUSD,181.73,181.95,180.87,181.42,266295.89
2019-11-03 11-PM,ETHUSD,182.25,182.56,181.56,181.73,146612.74
2019-11-03 10-PM,ETHUSD,180.7,182.72,180.7,182.25,430644.3
2019-11-03 09-PM,ETHUSD,180.84,180.95,179.56,180.7,322363.21
2019-11-03 08-PM,ETHUSD,180.63,181.01,180.35,180.84,152683.08
2019-11-03 07-PM,ETHUSD,180.63,181.06,180.26,180.63,173208.22
2019-11-03 06-PM,ETHUSD,179.92,180.63,179.37,180.63,173520.65
2019-11-03 05-PM,ETHUSD,181.26,181.26,179.11,179.92,364270.65
2019-11-03 04-PM,ETHUSD,181.28,181.59,180.87,181.26,180113.38
2019-11-03 03-PM,ETHUSD,180.57,181.35,180.43,181.28,265143.81
2019-11-03 02-PM,ETHUSD,181.25,181.7,180.37,180.57,185315.74
2019-11-03 01-PM,ETHUSD,181.78,181.78,180.97,181.25,141926.11
2019-11-03 12-PM,ETHUSD,181.71,182.03,180.88,181.78,106022.68
2019-11-03 11-AM,ETHUSD,181.78,182.07,181.46,181.71,40900.77
2019-11-03 10-AM,ETHUSD,182.81,182.81,181.01,181.78,251120.52
2019-11-03 09-AM,ETHUSD,182.65,183.24,182.47,182.81,67223.64
2019-11-03 08-AM,ETHUSD,183.24,183.25,182.36,182.65,181273.63
2019-11-03 07-AM,ETHUSD,183.33,183.68,182.64,183.24,196902.11
2019-11-03 06-AM,ETHUSD,183.77,184.12,183.28,183.33,62548.6
2019-11-03 05-AM,ETHUSD,183.84,184.06,183.37,183.77,81726.56
2019-11-03 04-AM,ETHUSD,184.38,184.5,183.53,183.84,196491.58
2019-11-03 03-AM,ETHUSD,184.46,184.6,183.91,184.38,89962.9
2019-11-03 02-AM,ETHUSD,183.78,185.0,183.78,184.46,129210.35
2019-11-03 01-AM,ETHUSD,183.67,183.81,183.35,183.78,71850.76
2019-11-03 12-AM,ETHUSD,183.25,183.95,183.25,183.67,245354.97
2019-11-02 11-PM,ETHUSD,183.03,183.32,182.79,183.25,95713.33
2019-11-02 10-PM,ETHUSD,182.92,183.32,182.75,183.03,63745.56
2019-11-02 09-PM,ETHUSD,183.22,183.24,182.43,182.92,170618.94
2019-11-02 08-PM,ETHUSD,184.27,184.33,182.12,183.22,763885.85
2019-11-02 07-PM,ETHUSD,184.24,184.41,183.71,184.27,202605.8
2019-11-02 06-PM,ETHUSD,184.26,184.64,184.1,184.24,224558.65
2019-11-02 05-PM,ETHUSD,184.96,185.4,184.1,184.26,228593.88
2019-11-02 04-PM,ETHUSD,184.27,186.19,184.0,184.96,791556.41
2019-11-02 03-PM,ETHUSD,183.61,184.27,183.25,184.27,315456.93
2019-11-02 02-PM,ETHUSD,184.58,184.69,183.61,183.61,266336.24
2019-11-02 01-PM,ETHUSD,183.81,184.64,183.56,184.58,186176.0
2019-11-02 12-PM,ETHUSD,183.13,183.98,181.96,183.81,459363.49
2019-11-02 11-AM,ETHUSD,182.69,183.52,182.69,183.13,127478.75
2019-11-02 10-AM,ETHUSD,182.14,182.73,182.11,182.69,72273.54
2019-11-02 09-AM,ETHUSD,182.36,182.73,182.13,182.14,30602.22
2019-11-02 08-AM,ETHUSD,182.88,183.23,181.91,182.36,132293.33
2019-11-02 07-AM,ETHUSD,182.88,183.02,182.49,182.88,46009.91
2019-11-02 06-AM,ETHUSD,182.92,183.07,182.35,182.88,140081.19
2019-11-02 05-AM,ETHUSD,182.8,183.1,182.36,182.92,59927.11
2019-11-02 04-AM,ETHUSD,183.31,183.45,182.62,182.8,107780.94
2019-11-02 03-AM,ETHUSD,183.54,183.66,183.31,183.31,85813.83
2019-11-02 02-AM,ETHUSD,182.81,183.54,182.46,183.54,265828.13
2019-11-02 01-AM,ETHUSD,183.66,183.94,182.72,182.81,246225.88
2019-11-02 12-AM,ETHUSD,183.19,184.31,183.19,183.66,361827.82
2019-11-01 11-PM,ETHUSD,182.98,183.66,182.87,183.19,128719.89
2019-11-01 10-PM,ETHUSD,184.42,184.42,182.98,182.98,282329.84
2019-11-01 09-PM,ETHUSD,184.6,184.99,182.87,184.42,726131.14
2019-11-01 08-PM,ETHUSD,181.52,184.74,181.35,184.6,1273264.29
2019-11-01 07-PM,ETHUSD,180.73,181.52,180.69,181.52,285064.64
2019-11-01 06-PM,ETHUSD,180.47,180.94,180.21,180.73,192923.62
2019-11-01 05-PM,ETHUSD,180.34,180.74,179.75,180.47,299213.1
2019-11-01 04-PM,ETHUSD,179.09,180.91,177.39,180.34,1421618.88
2019-11-01 03-PM,ETHUSD,181.16,181.75,179.09,179.09,1069287.07
2019-11-01 02-PM,ETHUSD,180.68,181.19,180.13,181.16,825659.58
2019-11-01 01-PM,ETHUSD,182.12,182.61,179.54,180.68,1164886.55
2019-11-01 12-PM,ETHUSD,182.0,182.62,181.32,182.12,212576.85
2019-11-01 11-AM,ETHUSD,182.38,183.21,181.85,182.0,335779.01
2019-11-01 10-AM,ETHUSD,181.03,182.67,180.84,182.38,172692.91
2019-11-01 09-AM,ETHUSD,182.45,182.47,180.74,181.03,234785.38
2019-11-01 08-AM,ETHUSD,180.65,183.09,180.64,182.45,530325.83
2019-11-01 07-AM,ETHUSD,181.56,181.58,180.65,180.65,354621.58
2019-11-01 06-AM,ETHUSD,181.15,181.71,181.14,181.56,113582.15
2019-11-01 05-AM,ETHUSD,181.17,181.46,180.92,181.15,176774.26
2019-11-01 04-AM,ETHUSD,180.63,181.28,180.46,181.17,117114.49
2019-11-01 03-AM,ETHUSD,182.29,182.36,180.48,180.63,159409.22
2019-11-01 02-AM,ETHUSD,181.86,182.48,181.62,182.29,329151.93
2019-11-01 01-AM,ETHUSD,182.24,183.09,181.86,181.86,441009.67
2019-11-01 12-AM,ETHUSD,182.38,182.44,181.51,182.24,133751.61
2019-10-31 11-PM,ETHUSD,181.5,182.99,181.33,182.38,76352.48
2019-10-31 10-PM,ETHUSD,181.96,182.65,180.91,181.5,282013.99
2019-10-31 09-PM,ETHUSD,181.81,183.04,180.08,181.96,1071386.43
2019-10-31 08-PM,ETHUSD,183.4,183.57,180.69,181.81,932336.67
2019-10-31 07-PM,ETHUSD,183.1,183.61,182.74,183.4,231080.01
2019-10-31 06-PM,ETHUSD,183.57,183.96,182.64,183.1,299680.43
2019-10-31 05-PM,ETHUSD,183.15,184.65,183.14,183.57,380865.92
2019-10-31 04-PM,ETHUSD,182.08,183.18,181.89,183.15,334106.86
2019-10-31 03-PM,ETHUSD,183.35,183.83,180.61,182.08,1430299.36
2019-10-31 02-PM,ETHUSD,183.98,183.98,182.61,183.35,284757.53
2019-10-31 01-PM,ETHUSD,183.86,184.4,183.31,183.98,333575.2
2019-10-31 12-PM,ETHUSD,180.46,185.08,180.46,183.86,1032488.46
2019-10-31 11-AM,ETHUSD,180.19,181.08,179.87,180.46,354137.15
2019-10-31 10-AM,ETHUSD,179.45,180.19,177.81,180.19,770185.25
2019-10-31 09-AM,ETHUSD,182.43,182.43,178.27,179.45,825799.53
2019-10-31 08-AM,ETHUSD,182.43,182.85,182.0,182.43,136507.27
2019-10-31 07-AM,ETHUSD,183.07,183.07,182.0,182.43,123949.1
2019-10-31 06-AM,ETHUSD,183.65,184.16,182.57,183.07,251200.87
2019-10-31 05-AM,ETHUSD,182.5,183.65,182.5,183.65,142271.9
2019-10-31 04-AM,ETHUSD,182.83,182.96,182.33,182.5,225960.48
2019-10-31 03-AM,ETHUSD,182.6,183.33,182.11,182.83,239820.42
2019-10-31 02-AM,ETHUSD,182.06,183.5,181.23,182.6,682679.46
2019-10-31 01-AM,ETHUSD,184.16,184.35,181.85,182.06,628761.39
2019-10-31 12-AM,ETHUSD,183.38,185.47,183.38,184.16,424270.67
2019-10-30 11-PM,ETHUSD,183.5,183.58,183.0,183.38,142224.1
2019-10-30 10-PM,ETHUSD,182.1,184.18,181.96,183.5,378562.46
2019-10-30 09-PM,ETHUSD,182.99,182.99,181.77,182.1,240181.78
2019-10-30 08-PM,ETHUSD,183.53,183.79,182.87,182.99,198975.56
2019-10-30 07-PM,ETHUSD,183.42,183.67,182.84,183.53,409497.81
2019-10-30 06-PM,ETHUSD,182.05,183.47,181.99,183.42,412511.66
2019-10-30 05-PM,ETHUSD,181.11,182.25,181.1,182.05,182600.47
2019-10-30 04-PM,ETHUSD,182.25,183.26,180.28,181.11,423700.08
2019-10-30 03-PM,ETHUSD,182.5,183.05,180.09,182.25,796701.31
2019-10-30 02-PM,ETHUSD,181.41,182.8,180.98,182.5,513239.31
2019-10-30 01-PM,ETHUSD,183.42,183.56,180.05,181.41,1281049.15
2019-10-30 12-PM,ETHUSD,183.56,184.58,183.1,183.42,366923.38
2019-10-30 11-AM,ETHUSD,183.76,183.87,182.0,183.56,326833.6
2019-10-30 10-AM,ETHUSD,187.09,187.13,182.1,183.76,1920876.02
2019-10-30 09-AM,ETHUSD,185.96,187.55,185.96,187.09,363247.38
2019-10-30 08-AM,ETHUSD,185.52,187.16,185.52,185.96,235429.99
2019-10-30 07-AM,ETHUSD,186.41,187.06,185.46,185.52,313360.56
2019-10-30 06-AM,ETHUSD,186.48,187.12,186.11,186.41,171976.18
2019-10-30 05-AM,ETHUSD,187.62,187.63,185.17,186.48,784022.17
2019-10-30 04-AM,ETHUSD,190.13,190.34,186.35,187.62,1618656.46
2019-10-30 03-AM,ETHUSD,191.23,191.32,189.42,190.13,428963.9
2019-10-30 02-AM,ETHUSD,191.61,192.19,190.8,191.23,320571.15
2019-10-30 01-AM,ETHUSD,189.75,191.64,188.87,191.61,658385.67
2019-10-30 12-AM,ETHUSD,191.1,192.2,188.48,189.75,996560.86
2019-10-29 11-PM,ETHUSD,192.49,192.78,190.01,191.1,389632.29
2019-10-29 10-PM,ETHUSD,190.83,193.03,190.83,192.49,593461.19
2019-10-29 09-PM,ETHUSD,191.56,191.69,190.01,190.83,626482.1
2019-10-29 08-PM,ETHUSD,188.0,193.41,187.76,191.56,2517819.36
2019-10-29 07-PM,ETHUSD,187.11,188.0,185.02,188.0,1191672.97
2019-10-29 06-PM,ETHUSD,186.55,188.09,185.95,187.11,360197.11
2019-10-29 05-PM,ETHUSD,185.63,187.29,185.51,186.55,339739.46
2019-10-29 04-PM,ETHUSD,186.15,187.18,185.48,185.63,246676.18
2019-10-29 03-PM,ETHUSD,186.91,186.91,185.38,186.15,300104.59
2019-10-29 02-PM,ETHUSD,185.92,186.96,185.02,186.91,251829.22
2019-10-29 01-PM,ETHUSD,186.92,187.48,184.03,185.92,886749.73
2019-10-29 12-PM,ETHUSD,188.01,188.88,186.5,186.92,524122.58
2019-10-29 11-AM,ETHUSD,188.08,188.23,187.0,188.01,303442.39
2019-10-29 10-AM,ETHUSD,185.44,189.19,185.44,188.08,625781.33
2019-10-29 09-AM,ETHUSD,186.15,186.27,184.93,185.44,178618.96
2019-10-29 08-AM,ETHUSD,186.34,186.46,185.49,186.15,163500.95
2019-10-29 07-AM,ETHUSD,185.48,186.84,185.48,186.34,227898.2
2019-10-29 06-AM,ETHUSD,185.74,187.17,185.48,185.48,196786.13
2019-10-29 05-AM,ETHUSD,185.79,187.43,184.34,185.74,803119.82
2019-10-29 04-AM,ETHUSD,184.13,186.67,184.08,185.79,554862.25
2019-10-29 03-AM,ETHUSD,184.19,184.44,183.12,184.13,141502.22
2019-10-29 02-AM,ETHUSD,184.71,185.09,183.38,184.19,451048.37
2019-10-29 01-AM,ETHUSD,183.03,185.68,182.37,184.71,394333.39
2019-10-29 12-AM,ETHUSD,182.02,183.21,181.72,183.03,401344.48
2019-10-28 11-PM,ETHUSD,184.04,184.65,181.52,182.02,2348906.2
2019-10-28 10-PM,ETHUSD,184.85,184.94,183.67,184.04,230177.48
2019-10-28 09-PM,ETHUSD,183.79,185.14,183.79,184.85,501492.33
2019-10-28 08-PM,ETHUSD,183.41,184.02,182.99,183.79,382888.96
2019-10-28 07-PM,ETHUSD,182.21,183.78,182.02,183.41,841831.13
2019-10-28 06-PM,ETHUSD,181.02,183.18,181.02,182.21,537191.58
2019-10-28 05-PM,ETHUSD,182.22,182.27,181.0,181.02,1045980.88
2019-10-28 04-PM,ETHUSD,183.4,183.71,182.01,182.22,638578.04
2019-10-28 03-PM,ETHUSD,182.19,183.99,182.01,183.4,416667.02
2019-10-28 02-PM,ETHUSD,183.37,183.65,182.0,182.19,270406.0
2019-10-28 01-PM,ETHUSD,183.16,184.85,182.65,183.37,323315.02
2019-10-28 12-PM,ETHUSD,185.25,185.27,181.83,183.16,337141.04
2019-10-28 11-AM,ETHUSD,184.4,185.79,183.94,185.25,479542.72
2019-10-28 10-AM,ETHUSD,183.66,185.4,182.74,184.4,603284.13
2019-10-28 09-AM,ETHUSD,182.39,183.67,181.95,183.66,202079.73
2019-10-28 08-AM,ETHUSD,183.5,183.5,181.15,182.39,387186.68
2019-10-28 07-AM,ETHUSD,183.4,183.71,181.71,183.5,657018.66
2019-10-28 06-AM,ETHUSD,184.25,184.33,181.4,183.4,1208663.32
2019-10-28 05-AM,ETHUSD,184.94,186.14,184.25,184.25,235147.66
2019-10-28 04-AM,ETHUSD,185.4,185.5,183.15,184.94,448205.07
2019-10-28 03-AM,ETHUSD,187.37,187.4,184.54,185.4,448967.4
2019-10-28 02-AM,ETHUSD,186.67,187.9,185.41,187.37,640381.5
2019-10-28 01-AM,ETHUSD,187.64,190.0,185.16,186.67,1604774.72
2019-10-28 12-AM,ETHUSD,184.41,187.64,183.79,187.64,591944.97
2019-10-27 11-PM,ETHUSD,185.1,185.58,183.5,184.41,601139.71
2019-10-27 10-PM,ETHUSD,185.82,188.28,184.69,185.1,818284.48
2019-10-27 09-PM,ETHUSD,186.68,186.86,185.62,185.82,371196.97
2019-10-27 08-PM,ETHUSD,187.28,187.41,185.75,186.68,417497.44
2019-10-27 07-PM,ETHUSD,188.53,189.18,186.95,187.28,350429.32
2019-10-27 06-PM,ETHUSD,187.27,188.83,186.18,188.53,1088841.17
2019-10-27 05-PM,ETHUSD,186.21,187.31,184.44,187.27,767223.16
2019-10-27 04-PM,ETHUSD,184.03,187.8,181.77,186.21,2688412.79
2019-10-27 03-PM,ETHUSD,185.02,186.15,181.89,184.03,1016947.42
2019-10-27 02-PM,ETHUSD,181.87,186.26,180.56,185.02,1012435.12
2019-10-27 01-PM,ETHUSD,180.09,182.76,180.09,181.87,579256.35
2019-10-27 12-PM,ETHUSD,179.63,180.57,178.95,180.09,708199.23
2019-10-27 11-AM,ETHUSD,182.65,185.29,177.98,179.63,1607726.16
2019-10-27 10-AM,ETHUSD,180.99,183.16,180.89,182.65,534795.78
2019-10-27 09-AM,ETHUSD,180.8,181.44,180.36,180.99,225591.71
2019-10-27 08-AM,ETHUSD,179.31,181.24,179.31,180.8,120859.22
2019-10-27 07-AM,ETHUSD,180.05,180.41,179.01,179.31,99315.99
2019-10-27 06-AM,ETHUSD,179.9,180.23,179.2,180.05,198657.09
2019-10-27 05-AM,ETHUSD,178.04,180.31,177.88,179.9,252226.33
2019-10-27 04-AM,ETHUSD,178.22,179.09,176.84,178.04,324527.96
2019-10-27 03-AM,ETHUSD,179.75,180.18,177.49,178.22,426257.46
2019-10-27 02-AM,ETHUSD,179.38,179.83,178.93,179.75,301206.73
2019-10-27 01-AM,ETHUSD,180.24,180.4,178.25,179.38,554551.65
2019-10-27 12-AM,ETHUSD,180.03,182.26,179.72,180.24,550952.48
2019-10-26 11-PM,ETHUSD,177.62,180.51,177.62,180.03,442548.88
2019-10-26 10-PM,ETHUSD,178.33,178.59,176.96,177.62,410589.58
2019-10-26 09-PM,ETHUSD,179.17,179.9,177.75,178.33,482921.38
2019-10-26 08-PM,ETHUSD,176.7,180.11,176.64,179.17,761942.15
2019-10-26 07-PM,ETHUSD,177.27,178.9,175.02,176.7,1152599.03
2019-10-26 06-PM,ETHUSD,177.57,178.43,173.86,177.27,1935984.79
2019-10-26 05-PM,ETHUSD,179.14,179.4,176.34,177.57,1336811.1
2019-10-26 04-PM,ETHUSD,181.13,181.64,177.36,179.14,1285939.54
2019-10-26 03-PM,ETHUSD,179.5,182.41,179.5,181.13,609820.48
2019-10-26 02-PM,ETHUSD,179.17,180.5,178.55,179.5,651026.53
2019-10-26 01-PM,ETHUSD,181.75,181.75,178.89,179.17,947045.33
2019-10-26 12-PM,ETHUSD,181.91,183.85,181.04,181.75,863025.12
2019-10-26 11-AM,ETHUSD,181.78,182.63,180.54,181.91,209612.77
2019-10-26 10-AM,ETHUSD,180.22,183.62,180.07,181.78,530056.12
2019-10-26 09-AM,ETHUSD,182.21,182.22,176.82,180.22,3289949.91
2019-10-26 08-AM,ETHUSD,185.96,186.36,180.85,182.21,1060543.17
2019-10-26 07-AM,ETHUSD,187.35,187.72,183.78,185.96,1053760.66
2019-10-26 06-AM,ETHUSD,187.41,187.96,185.04,187.35,643032.48
2019-10-26 05-AM,ETHUSD,188.6,190.0,187.33,187.41,767607.44
2019-10-26 04-AM,ETHUSD,186.72,189.65,186.29,188.6,831325.47
2019-10-26 03-AM,ETHUSD,188.44,189.42,185.23,186.72,1578091.35
2019-10-26 02-AM,ETHUSD,195.1,198.66,186.0,188.44,9827869.51
2019-10-26 01-AM,ETHUSD,187.31,199.5,187.2,195.1,9782296.95
2019-10-26 12-AM,ETHUSD,181.66,191.0,181.66,187.31,4606838.05
2019-10-25 11-PM,ETHUSD,179.83,181.95,179.71,181.66,869786.73
2019-10-25 10-PM,ETHUSD,180.48,182.67,179.4,179.83,766188.28
2019-10-25 09-PM,ETHUSD,180.98,182.0,180.1,180.48,476565.69
2019-10-25 08-PM,ETHUSD,180.93,182.22,180.29,180.98,848995.99
2019-10-25 07-PM,ETHUSD,181.5,181.86,179.27,180.93,1193834.9
2019-10-25 06-PM,ETHUSD,179.53,182.75,179.04,181.5,1582553.66
2019-10-25 05-PM,ETHUSD,179.26,187.74,177.75,179.53,5464565.19
2019-10-25 04-PM,ETHUSD,176.47,181.58,176.47,179.26,3812971.33
2019-10-25 03-PM,ETHUSD,166.94,181.23,166.94,176.47,5030399.92
2019-10-25 02-PM,ETHUSD,167.05,168.64,166.87,166.94,2736533.67
